ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL	SourceURL
p5r-pc-morbius	mod	Morbius	p5r-pc	Light8227	06/04/2023	User Interface Texture	Replaces Akechi's gun to say Morbius instead of Moebius.<br><br>i mean its morbin time grahh	<b>Updated 06/04/2023</b>	https://images.gamebanana.com/img/ss/mods/63a12486e7773.jpg	https://gamebanana.com/mods/417653	
p5r-pc-chainsawmanbattlebgm	mod	Chainsaw Man Battle BGM	p5r-pc	NineNates	12/20/2022	Music Pack	A mod that replaces battle BGM with music from the anime "Chainsaw Man"<br>Kick Back over Take Over<br>Tablet/Jouzai over Last Surprise		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65228	
smt3-displaytruelevel	mod	Display true level	smt3	Matthiew Purple	05/13/2023	Resource	1.<br>Introduction<br><br>2.Colors<br><br>3.<br>Installation<br><br>4.<br>Uninstall<br><br>   1.<br>   Introduction<br><br>This mod makes the game display characters' level above 99 with diffe ... 	<b>Updated 05/13/2023</b>	https://images.gamebanana.com/img/ss/mods/63a1cd8b0bbf7.jpg	https://gamebanana.com/mods/417721	
p5r-pc-cognitiveannshiho-modelbustupswap	mod	Cognitive Ann & Shiho - Model & Bustup Swap	p5r-pc	KazkadeZ	02/17/2023	Characters Model	Always wanted to try and mod this game and unfortunately VeraRex's request was the first request I saw that looked easy enough for a complete noob to  ... 	<b>Updated 02/17/2023</b>	https://images.gamebanana.com/img/ss/mods/63a2091d19a37.jpg	https://gamebanana.com/mods/417757	
p5r-pc-ultimatepartyrebalance	mod	Ultimate Party Rebalance	p5r-pc	Sparcky	11/10/2023	Misc	Why make another "Rebalance" mod when there are already plenty of those around?<br>This mod was primarily made because I've been waiting for weeks for a  ... 	<b>Updated 11/10/2023</b>	https://images.gamebanana.com/img/ss/mods/63a27bce76c24.jpg	https://gamebanana.com/mods/417861	
p3fes-galesmusicpack	mod	Gales' Music Pack	p3fes	LazyGales	12/21/2022	Misc	A collection of personal picks of music I wanted to insert into P3FES based entirely on my own tastes. I assigned songs where I thought they would fit ... 		https://images.gamebanana.com/img/ss/mods/63a2c38ee8a7a.jpg	https://gamebanana.com/mods/417865	
p5r-pc-poolnoodlemara	mod	Pool Noodle Mara	p5r-pc	BobbyTheCatfish	12/23/2022	Personas Model	Mara always wanted to go to the pool in peace, but every time he went, everyone screamed and ran away due to his phallic appearance. Well no more! Now ... 		https://images.gamebanana.com/img/ss/mods/63a52b805f19f.jpg	https://gamebanana.com/mods/418207	
p5r-pc-vanillapersona5aoasoundeffects	mod	Vanilla Persona 5 AOA Sound Effects	p5r-pc	Haalyle	12/23/2022	Sound Effect	Replaces the All-Out Attack Sound Effects with those from vanilla Persona 5. (I had to edit two of the files to use the OG sound effect and tried my b ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65297	
p5r-pc-3rdsemesterbosspersonaaddition	mod	3rd Semester Boss Persona Addition	p5r-pc	Light8227	06/04/2023	Personas Model	Adds the final boss of the 3rd Semester as a new Persona. There are multiple RESERVE slots in the game, so it can be added in without putting it over  ... 	<b>Updated 06/04/2023</b>	https://images.gamebanana.com/img/ss/mods/63a613f7d0719.jpg	https://gamebanana.com/mods/418331	
p5r-pc-dmcamusicpack	mod	DMCA Music Pack	p5r-pc	pokehedgehog321	12/24/2022	Music Pack	Replaced a few songs with some nu metal (featuring the Beastie Boys). The edge is strong with this one. Merry Christmas :)<br><br>Songs replaced:<br>Last Surpr ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65321	
p5r-nx-ipausedmygametobehere	mod	i paused my game to be here	p5r-nx	chazaswag	12/25/2022	Costume	gives futaba a stupid cringey shirt she would 100% wear. (sorry for dupe screenshots i literally have no other screenshots i just got royal today) <br>us ... 		https://images.gamebanana.com/img/ss/mods/63a8e2145a6f0.jpg	https://gamebanana.com/mods/418853	
p5r-pc-blackmaskpersonaaddition	mod	Black Mask Persona Addition	p5r-pc	Light8227	06/28/2023	Personas Model	Adds Loki as a fusable Persona. You should be able to fuse him by combining any Justice Arcana Persona under Level 75 (Make sure it's the Persona clos ... 	<b>Updated 06/28/2023</b>	https://images.gamebanana.com/img/ss/mods/63a9eaa9a5f3f.jpg	https://gamebanana.com/mods/418987	
p5r-pc-revisedbgmtracklist	mod	Revised BGM Tracklist	p5r-pc	Mr-Gamejock	12/26/2022	Music Pack	This is a mod that simply changes the main game's bgm boss tracks, (Doesn't replace any of the dlc outfit bgms btw), This is just a more catchy revisi ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65341	
p5r-pc-thievesden100	mod	Thieves Den 100%	p5r-pc	lykimdat121995	12/27/2022	Save File	Steam Save Path = "C:\Users\USERNAME\AppData\Roaming\SEGA\P5R\Steam\STEAMID\savedata		https://images.gamebanana.com/img/ss/mods/63aa807244caf.jpg	https://gamebanana.com/mods/419071	
smt3-minimapovercompass	mod	(WIP) Minimap Over Compass	smt3	vv--	03/29/2023	Misc	Not finished<br><br>things left to do;<br>• force normal map to update constantly<br><br>• properly mirror map icons to the mini clone<br><br>• fix layout/visual issues, b ... 	<b>Updated 03/29/2023</b>	https://images.gamebanana.com/img/ss/wips/63aacc08483f5.jpg	https://gamebanana.com/wips/72800	
p3p-cracksona3	mod	(WIP) Cracksona 3	p3p	aethanael	12/30/2022	Music,Gameplay and Visual	Cracksona 3 is an unfunny, offensive, edgy and racist mod. It was made out of total boredom. It features a bunch of overused jokes and memes that only ... 	<b>Updated 12/30/2022</b>	https://images.gamebanana.com/img/ss/wips/63acb58cb7fee.jpg	https://gamebanana.com/wips/72834	
p5r-pc-p4arenaultimaxoutfitpack	mod	P4 Arena Ultimax Outfit Pack	p5r-pc	Mortyyyy	12/29/2022	Model Packs Model	Persona 3 Dancing's Arena Ultimax Outfits over the Shadow Operatives for 8 of the 10 Phantom Thieves and are as follows:<br><br>Joker - Sho<br>Ryuji - Junpei<br>A ... 		https://images.gamebanana.com/img/ss/mods/63adbf5038093.jpg	https://gamebanana.com/mods/419465	
p5r-pc-japaneseshadows	mod	Japanese Shadows	p5r-pc	Mr-Gamejock	12/29/2022	Voice	Yeah i know there's already a japanese toggle at the main menu, This is just another quality of life adjustment by colliding both languages in one gam ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65396	
p5r-pc-ironmanarmoredadventurestheme	mod	Iron Man Armored Adventures Theme	p5r-pc	BobbyTheCatfish	12/30/2022	Music Pack	Replaces the featherman outfit battle music with the theme from Iron Man Armored Adventures and the victory theme with the Iron Man 3 theme.<br><br>This was ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65403	
smt3-howtocreatecodemods	guide	How to create code mods	smt3	vv--	01/01/1970	Misc	Nessecary steps and optional steps<br><br>This is listed as intermediate, but it really depends exactly what you're trying to make. Super simple mods are of ... 	<b>Updated 01/01/1970</b>	https://images.gamebanana.com/img/ss/tuts/63aeabd2b7685.jpg	https://gamebanana.com/tuts/15611	
p3fes-partylevelchanger	tool	Party Level Changer	p3fes	zealain	12/30/2022	Misc	This is a tool that allows you to generate a patch file that will set your entire party (including the MC to a certain level.<br><br>This tool is intended t ... 		https://images.gamebanana.com/img/ss/tools/63aa4b6851b02.jpg	https://gamebanana.com/tools/11667	
p3p-cracksona3	mod	(WIP) Cracksona 3	p3p	aethanael	12/30/2022	Music,Gameplay and Visual	Cracksona 3 is an unfunny, edgy, trashy and obnoxious mod. It was made out of total boredom. It features overused jokes that get more annoying the mor ... 	<b>Updated 12/30/2022</b>	https://images.gamebanana.com/img/ss/wips/63af58457509d.jpg	https://gamebanana.com/wips/72873	
p5r-pc-ngarcanabonus	mod	NG+ Arcana Bonus	p5r-pc	AnimatedSwine37	02/23/2023	QOL	Makes it so you always get the bonus for having a Persona of the matching Arcana if you have a confidant's max rank item.  There is also an option to  ... 	<b>Updated 02/23/2023</b>	https://images.gamebanana.com/img/ss/mods/63b010ad050cb.jpg	https://gamebanana.com/mods/419845	
p5r-pc-expandeddescriptions	mod	Expanded Descriptions	p5r-pc	Light8227	06/04/2023	Fix	Overall Description<br>Persona 5 Royal, like the other Persona games, use tiered skill descriptions for a lot of the skills usable in the game. This is g ... 	<b>Updated 06/04/2023</b>	https://images.gamebanana.com/img/ss/mods/63b0869a7c5a0.jpg	https://gamebanana.com/mods/419830	
p5r-pc-coloredchaticonbackgrounds	mod	Colored Chat Icon Backgrounds	p5r-pc	SecreC.	01/01/2023	Misc	In P5R, only party members have unique colors for their chat icon backgrounds, despite them being able to be set all separately. This mod reuses color ... 		https://images.gamebanana.com/img/ss/mods/63b12b1908246.jpg	https://gamebanana.com/mods/420047	
p5r-nx--wip-unofficialawakeningoverhaulswitchver	mod	-WIP-Unofficial: Awakening Overhaul (Switch Ver.)	p5r-nx	Scaf	01/16/2023	Misc	Disclaimer! This is an unofficial awakening overhaul for the switch version, and I built the whole mod on my own without using the pc version as a bas ... 	<b>Updated 01/16/2023</b>	https://images.gamebanana.com/img/ss/wips/63b1d4ec86318.jpg	https://gamebanana.com/wips/72926	
p5r-pc-timetomakehistoryfulloveroriginal	mod	Time to Make History (Full) over Original	p5r-pc	AndrewOshawott	01/02/2023	Misc	Changes the Yasogami High Outfit song to the P4D version of Time to Make History.		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65456	
p5r-pc-shominazukibgmpacks	mod	Sho/Minazuki BGM Packs	p5r-pc	pokehedgehog321	01/02/2023	Music Pack	I replaced the Shadow Ops music with Sho and Minazuki's themes from Ultimax. I ended up making multiple packs that you can choose to download from so  ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65462	
p4g-originalchievoicereplacement	mod	(WIP) Original Chie Voice Replacement	p4g32	Lewgrant	01/03/2023	Sound	I wanted the original PS2 voicing of Chie Satonaka by Tracey Rooney back as I personally can't stand much of Fitzgerald's performance. <br><br>Voicelines ar ... 		https://images.gamebanana.com/img/ss/wips/63b382722f4ba.jpg	https://gamebanana.com/wips/72961	
p5r-pc-personaexpshare	mod	Persona EXP Share	p5r-pc	AnimatedSwine37	01/03/2023	QOL	Always gives inactive Personas a configurable amount of exp (like if they had one of the Growth passives). By default they will get the same exp as th ... 		https://images.gamebanana.com/img/ss/mods/63b3a01534336.jpg	https://gamebanana.com/mods/420408	
p5r-pc-mgrastrangeriremainresultsovershadowop	mod	(MGR) a Stranger I remain + Results over Shadow op	p5r-pc	JibanyanMinunFan	01/03/2023	Music Pack	I thought it sounded more fitting for a persona game than the last one		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65474	
p5r-pc-mgrimmyownmasterresultsovershadowop	mod	(MGR) I'm My Own Master + Results over Shadow op	p5r-pc	JibanyanMinunFan	01/03/2023	Music Pack	Replaces the shadow op's music with the battle theme from blade wolf (i like the song shut up) and the results screen from metal gear rising.		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65473	
p5r-pc-cinematictalesoloovertokyodaylight	mod	Cinematic Tale (Solo) over Tokyo Daylight	p5r-pc	loogi-tooie	01/21/2023	Music Track	Replaces Tokyo Daylight, the song that plays in Tokyo during clear weather, with Cinematic Tale (Solo). Which is one of the main hub themes from Perso ... 	<b>Updated 01/21/2023</b>	https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65472	
p5r-pc-mudkipspersonaandskillexpansion	mod	Mudkip's Persona and Skill Expansion	p5r-pc	MadMax1960	04/19/2023	Misc	This is a mod that's been in the works on and off since I started modding P5R PS4, though mostly kicked into fruition about a month ago. <br><br>It's a pret ... 	<b>Updated 04/19/2023</b>	https://images.gamebanana.com/img/ss/mods/63b5dc61badcf.jpg	https://gamebanana.com/mods/420675	
p5r-pc-breakintobreakoutoverkeeperoflust	mod	Break In To Break Out over Keeper of Lust	p5r-pc	loogi-tooie	01/04/2023	Music Track	Replaces the mini-boss theme, "Keeper of Lust", with "Break In To Break Out", the first opening song of Persona 5 the Animation.		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65495	
p5r-pc-everythingwillbeharuintheend	mod	(WIP) Everything Will Be Haru in The End	p5r-pc	AccurstMaiden	03/21/2023	Misc	Persona 5, but now everyone is Haru!<br><br>What is this?<br>In short, this is a mod that aims to replace most P5R characters with Haru Okumura (Currently I on ... 	<b>Updated 03/21/2023</b>	https://images.gamebanana.com/img/ss/wips/63b632a140fdf.jpg	https://gamebanana.com/wips/73001	
p5r-pc-badappleevent	mod	Bad Apple (Event)	p5r-pc	BobbyTheCatfish	01/06/2023	Event	Recreates the Bad Apple music video in an event... with an apple model<br>All the tools and scripts I used are included in the mod if you want to try mak ... 		https://images.gamebanana.com/img/ss/mods/63b7b80b968a9.jpg	https://gamebanana.com/mods/420905	
p5r-pc-levelscaledhpmultiplier	mod	Level Scaled HP Multiplier	p5r-pc	Guantol	01/09/2023	Battle	Takes the idea of multiplying all Enemies max HP by a certaint % multiplier and makes that multiplier tied to the Enemy's Level<br>Starting from a base % ... 	<b>Updated 01/09/2023</b>	https://images.gamebanana.com/img/ss/mods/63b8097cf2861.jpg	https://gamebanana.com/mods/420954	
p5r-pc-zephyrmanarmorforjoker	mod	Zephyrman armor for Joker	p5r-pc	DniweTamp	01/07/2023	Characters Model	Adds a new costume and weapon for Joker based on the P5S boss<br>The costume replaces Featherman outfit and weapon goes over all weapons with model ID 00 ... 		https://images.gamebanana.com/img/ss/mods/63b9cfc6e5bb9.jpg	https://gamebanana.com/mods/421181	
p5r-pc-lessnudity	mod	(WIP) Less Nudity	p5r-pc	BobbyTheCatfish	01/11/2023	Misc	Less Nudity Mod<br> What does this mod do, and why?<br>Removes most of the nudity from the game. I'm mainly working on this mod so I don't have to minimize  ... 	<b>Updated 01/11/2023</b>	https://images.gamebanana.com/img/ss/wips/63b9d670e758a.jpg	https://gamebanana.com/wips/73068	
p5s-newcinemaoutfitpack	mod	New Cinema Outfit pack	p5s	DniweTamp	01/07/2023	Misc Skin	Ports New Cinema outfit pack from Persona 5 Royal to Strikers.<br>Also added custom edited critical cut-ins from Q2 (Futaba excluded, might add later)<br><br>T ... 		https://images.gamebanana.com/img/ss/mods/63b99e05dd1bc.jpg	https://gamebanana.com/mods/421139	
p5r-pc-laevateinncriticalchance	mod	Laevateinn Critical Chance	p5r-pc	Light8227	06/04/2023	Skill Change	This mod edits the Physical version of the skill Laevateinn to have a Critical rate when it is usually 0. The new Critical rate is now 15%, taken afte ... 	<b>Updated 06/04/2023</b>	https://images.gamebanana.com/img/ss/mods/63ba545031edb.jpg	https://gamebanana.com/mods/421340	
p5r-pc-denjisoutfitforryuji	mod	Denji's outfit for Ryuji	p5r-pc	DniweTamp	01/08/2023	Characters Model	Replaces Ryuji's Summer Uniform with a custom model based on Denji from Chainsaw Man<br>Has custom physics for the tie<br>Music replacement from the showcas ... 		https://images.gamebanana.com/img/ss/mods/63bac46b48edc.jpg	https://gamebanana.com/mods/421322	
p5r-pc-buffeddlcuniqueskills	mod	Buffed DLC Unique Skills	p5r-pc	Light8227	06/04/2023	Skill Change	This mod buffs the DLC Persona's unique skills so they're even stronger than they were before. <br>An Expanded Descriptions patch will be included alongs ... 	<b>Updated 06/04/2023</b>	https://images.gamebanana.com/img/ss/mods/63bb374a5c1f4.jpg	https://gamebanana.com/mods/421413	
p5r-pc-soulpointinflation	mod	Soul Point Inflation	p5r-pc	Zjez	01/09/2023	Misc	Initial Sales Pitch<br><br>Do you have a primate brain? Enjoy being <br>able to sling spells left and right without thought? Have a complete and<br> utter disdain ... 		https://images.gamebanana.com/img/ss/mods/63bb9d4bacba8.jpg	https://gamebanana.com/mods/421478	
p5r-pc-aloneprayerwithgillstudioguitarsolo	mod	A Lone Prayer with GILL Studio guitar solo	p5r-pc	yoshi_saur	01/09/2023	Music Track	An extended version of the Persona PSP Battle Theme with the guitar solo from GILL Studio's cover. Originally a mod for SMT: Persona (PSP), now in Per ... 		https://images.gamebanana.com/static/img/DefaultEmbeddables/Sound.jpg	https://gamebanana.com/sounds/65593	
p3fes-widescreenpersonaartworkfixes	mod	Widescreen Persona Artwork Fixes	p3fes	Primogenitor	06/05/2023	UI	1. About<br>This mod makes the Persona artwork display in 16:9 similar to how it does in 4:3.<br><br>This mod works for both unmodded textures and with P3HD.<br><br> ... 	<b>Updated 06/05/2023</b>	https://images.gamebanana.com/img/ss/mods/63bc28915473c.jpg	https://gamebanana.com/mods/421526	
